Species,BBW,BBZ,BLG,HH,HZ,JJ,JL,LCG,LH,LHH,LHK,MJ,NL,NL2,NL6,NL7,OJ,SY,SYC,WSK,YR,YRS,ZJ,ZJJ
s__Anaeromyxobacter_sp._PSR-1,2454,924,16186,2836,7982,15114,2062,6836,2978,1712,14382,7538,10166,8580,4026,4814,5450,2938,4894,15354,2580,2564,4546,9632
s__Candidatus_Magnetomorum_sp._HK-1,3518,3694,4172,12492,7838,18824,3056,6420,6910,25246,3664,3804,2680,6578,4674,3558,5606,6732,4560,2124,4778,9720,1900,3552
s__Desulfococcus_oleovorans,2870,3092,4460,10008,6840,16200,2322,6266,5236,31930,5174,4096,3676,9104,4886,4310,4696,5500,3134,2786,4704,7852,2138,4684
s__Methylothermaceae_bacteria_B42,2826,3798,2566,11992,16046,14600,5060,11468,11548,4586,1288,6206,2148,3324,3686,3320,10794,8680,5750,1462,6842,11540,2482,3436
s__marine_actinobacterium_MedAcidi-G2B,7076,4772,3930,4168,15072,1280,2086,18534,4332,1950,416,7032,3056,2804,5030,7974,14854,20694,5598,744,8272,7058,5060,1826
s__Caenispirillum_salinarum,3166,2370,3568,6014,14120,46578,3318,9938,6396,2822,1460,4260,2292,2274,3710,4512,8090,4708,4348,1870,5314,7196,2632,2630
s__Ruegeria_sp._ZGT118,8022,6648,1446,27726,6488,1970,2592,6106,9092,8106,490,6152,4106,3172,5940,8050,5068,6490,3836,616,12620,9684,4632,4052
s__Azoarcus_toluclasticus,2534,1512,13322,6436,15522,9056,3540,12888,7184,2676,6978,7880,3918,4842,3596,4468,9076,5576,3814,7836,4280,5646,4482,5442
s__unclassified_c__Gammaproteobacteria,3742,2622,2460,12508,10960,16302,4438,9236,10956,7558,1952,5512,2794,4104,3992,3034,8560,9056,5050,1298,6726,13650,2100,3642
s__Thiorhodococcus_sp._AK35,4484,2550,3282,8870,8926,16688,4120,6798,7460,19482,2574,5524,3598,5266,5092,4572,6652,6924,4882,2096,5056,9462,2666,3908
s__Kiloniella_laminariae,3340,3170,1686,9826,17694,15978,5184,12734,11380,3024,636,4392,1978,1176,3930,4304,10862,7410,6000,736,8162,12206,2348,2350
s__Actinobacteria_bacterium_66_15,5672,2206,24808,4564,6866,7492,1874,7142,4658,4256,3454,6666,5018,10904,5860,8200,6146,5366,4552,3438,6052,4818,6800,3568
s__Deltaproteobacteria_bacterium_GWC2_55_46,1720,884,7756,2982,10028,36128,1768,8276,3310,2532,3628,5520,5946,14188,3518,7686,5628,3438,3502,3726,2376,3904,2616,8922
s__Desulfobulbus_sp._Tol-SR,4130,4506,2356,24020,2756,5542,1610,2366,7420,26874,3950,3314,2576,4580,3838,2552,2218,11002,3722,2052,13036,9652,2760,3066
s__Aestuariivita_boseongensis,10378,9518,920,16940,4506,878,2494,4098,11380,10114,424,4506,3702,938,5644,6934,4180,4996,4456,354,21948,12892,3524,3748
s__Desulfobulbus_mediterraneus,2640,3160,2048,20266,5566,7000,2104,4494,6936,26152,2098,3078,1580,3376,3244,2146,3762,15128,5318,1188,8714,8368,8422,2200
s__Methanosaeta_concilii,800,588,7102,2158,1822,6928,1196,1778,1200,88228,2178,2286,1660,8216,852,842,1638,2174,1254,8442,1794,1470,3280,992
s__Verrucomicrobiae_bacterium_DG1235,2178,2002,3156,31960,8866,12954,2406,21374,8630,2584,2320,4122,1506,1758,2252,2926,5782,5520,8156,2018,5112,7170,1926,2142
s__Stigmatella_aurantiaca,2094,1330,14998,4600,8542,39164,1966,6334,4034,2710,3694,6006,3808,4878,3292,4340,5290,2742,8538,4372,3200,4540,3184,4864
s__Nitrosococcus_oceani,2362,2800,3498,9504,16800,19160,4762,9804,8454,4232,1838,5712,2228,3694,3466,3900,9920,6616,6322,2034,5886,9544,2344,3430
s__Geobacter_metallireducens,1878,874,10630,5686,8546,24292,1890,8632,5852,3174,9170,5064,4672,11268,3630,3950,5226,5768,4764,6950,3018,4266,2990,5622
s__Oscillochloris_trichoides,5138,2042,4828,4058,5880,56602,1708,5076,3364,4030,1936,4858,2744,3152,4312,4890,4756,3230,8678,2266,2766,4244,3872,2946
s__Candidatus_Brocadia_sinica,2350,1356,5150,3736,9376,44798,1772,5678,3306,4808,3416,4030,4782,14668,3212,3696,4984,3422,3604,3458,2180,4402,2500,6304
s__Planctomyces_sp._SH-PL14,3936,2596,8962,5750,16608,15872,2276,8776,5342,3242,3152,5838,3360,5528,4610,6402,8468,7014,7042,3458,6268,5024,3112,3826
s__Dechloromonas_agitata,1502,364,32206,1202,4482,3740,1056,6814,2130,11010,19574,3402,2054,2116,1636,1848,2478,6108,1660,31972,1368,1110,3184,3390
s__Marinobacterium_rhizophilum,3024,3396,2944,13460,12468,6862,4668,11214,13020,4578,1432,6476,2000,2512,3702,4270,9876,7462,7294,1344,6746,11088,2632,3060
s__Parvibaculum_lavamentivorans,7466,4888,4344,6608,15798,10640,2862,9524,7144,3270,2466,6424,4356,4224,6182,7590,9518,5386,4044,4456,4342,5524,3698,4480
s__Methylohalobius_crimeensis,2740,2840,3596,10338,14274,16612,4416,9404,9348,5436,1970,5728,2296,3618,3624,4222,9066,6854,5626,2140,5752,9384,2534,3316
s__Nitrococcus_mobilis,2902,2834,2794,10304,16052,12692,4438,10364,9062,4752,1430,6466,2254,3516,3570,4288,10098,7142,6574,1474,5814,10426,2722,2912
s__Azoarcus_sp._CIB,2214,1116,14796,5966,10600,7370,2806,11306,6336,3110,10278,7026,4278,4438,3016,4508,6276,5254,2884,11142,3432,5154,4488,5538
s__Thiorhodovibrio_sp._970,4516,2716,3812,9808,9056,6780,3270,7242,7454,25338,2988,4462,3312,4886,4456,4726,6368,5900,4294,2400,5162,8290,2424,3600
s__Nitrospina_sp._SCGC_AAA799_C22,690,442,2784,3898,11890,6038,22532,13004,9394,1082,542,10016,996,1754,1600,1528,26190,3994,2248,694,2726,10206,4940,3608
s__Melioribacter_roseus,2530,1876,9564,5898,8792,19346,2246,6946,4442,13710,3410,5664,3538,7130,3486,3466,4954,4244,11860,3228,4338,4216,2496,5116
s__Clostridiales_bacterium_PH28_bin88,2114,916,4540,4338,8000,53482,1436,6852,3412,4540,2452,4882,2990,7598,3366,3800,5622,3188,3798,2096,2600,4130,3404,2882
s__Rhodobacter_capsulatus,4144,866,2120,16568,2554,648,840,1676,10090,3242,600,10798,1516,468,3976,2572,1360,60772,2934,448,3986,1736,5954,2354
s__Syntrophorhabdus_aromaticivorans,2212,1284,7206,3886,5286,29304,1504,4972,3364,5794,7630,3296,6524,23368,3548,3710,3836,3008,2078,5692,1832,3840,3104,5924
s__Salinimicrobium_xinjiangense,504,376,500,2760,770,564,388,912,5270,1488,96,1018,232,200,360,606,758,1188,120500,116,796,1912,416,388
s__Ruegeria_atlantica,8628,9066,1206,15776,7580,1774,3190,6908,11792,4066,448,5228,3646,1836,6696,8368,6438,5798,2706,460,10960,11600,3616,4008
s__Thermogemmatispora_carboxidivorans,3206,1394,3492,2694,7082,59676,1366,5144,2554,2206,1168,4504,5402,5256,3640,6126,5264,2530,4360,1426,2992,3044,4100,2956
s__Nitrospirae_bacterium_HCH-1,806,606,6792,1476,3214,63282,886,3790,1286,1368,5608,1854,5784,21978,1728,1820,2648,1644,1154,4974,1006,1606,1636,4476
s__Polaromonas_sp._EUR3_1.2.1,2666,822,16864,3104,9148,8060,2422,10788,3922,1712,11128,8796,3840,4716,4208,4676,6492,4368,1734,12514,3064,2288,6726,7030
s__Variovorax_paradoxus,2916,1366,14078,2868,9642,7258,2550,8250,3624,1990,12160,8076,4406,4372,4192,5332,6934,4278,2740,14496,3086,2664,6508,6690
s__Thiocystis_violascens,4996,2230,3546,7260,7510,9308,3110,5628,6656,25456,3928,4728,4052,5998,5046,4396,5394,6084,3764,2684,4114,7732,2416,3958
s__Methylomarinum_vadi,2540,3246,2244,11632,13194,13652,4358,8874,9602,5590,1078,5362,1972,3660,3424,3672,8662,6970,6268,1556,5888,11602,2172,2748
s__Leucothrix_mucor,2110,3014,1552,13696,11764,7148,5164,12570,16102,4398,688,6228,1316,1020,2374,2630,9852,8550,4540,726,7444,12388,2062,2160
s__Roseobacter_litoralis,3678,5800,366,24340,1538,886,1026,1162,21322,6848,334,1578,2132,1550,2586,3470,2786,2340,3088,244,22046,26312,1802,1730
s__Rhodoferax_ferrireducens,2582,740,17372,3596,6564,10942,2178,8970,3892,3216,11872,7756,3662,3862,3386,3886,5024,4772,1706,13920,3144,2950,6232,6554
s__Geobacter_sp._OR-1,1702,1108,11806,5152,6874,15948,1890,6962,4938,3398,12596,4678,4168,11310,3308,3036,4724,5924,4420,8312,2890,4484,2894,5624
s__Coraliomargarita_akajimensis,2448,2542,2046,46094,5680,3882,1864,22396,8118,3006,1524,2780,1620,1626,2370,2582,4074,3582,4020,1600,4444,6138,1542,1960
s__unclassified_g__Thauera,1126,330,20130,1764,4268,2168,1310,3918,3322,48470,5624,10266,2474,2462,1750,2100,2152,3442,1932,8318,1930,1348,3148,2882
s__Pseudomonas_aeruginosa,3036,1854,10214,6670,10504,13718,2796,7180,7128,5376,7922,6262,2790,3634,3382,4428,6634,4930,4492,6414,4328,5802,3590,3468
s__Nitrolancea_hollandica,3672,1408,3664,3030,7618,46508,1626,5242,3138,2348,1486,5546,3838,5460,4330,6504,5040,2832,6272,2054,2820,3306,5460,3144
s__Limnochorda_pilosa,3004,1590,3930,3198,10502,44584,1520,6298,3272,2616,1622,5414,3152,4804,3860,6180,6184,3260,5242,2002,3474,3644,4148,2752
s__Geobacter_sp._M18,1626,1248,8364,7448,7796,21008,1934,8356,7148,5338,7098,4476,3176,7742,2954,2974,5168,5112,5132,5460,3694,5648,2498,4268
s__Allochromatium_vinosum,3878,2788,3636,9230,9216,10606,3590,7372,7906,12904,2740,5018,3080,4528,4474,3650,7048,6250,4670,2078,5134,8636,2498,3802
s__Thermobaculum_terrenum,3344,1400,3656,2816,7232,51234,1318,5536,2688,2616,1298,4870,3152,4476,3934,5864,5328,3038,4156,1814,3344,3416,5160,2880
s__Candidatus_Scalindua_brodae,2312,2146,4132,5920,12706,24492,3466,8062,5358,6206,2530,4872,2954,7182,3746,4058,6504,5128,4966,2406,3332,6524,2278,3264
s__Labrenzia_alba,7712,8868,1536,10368,8822,4986,3492,7686,8406,3428,494,5134,3668,2374,5986,8082,6822,5624,3190,772,10354,10066,3338,3122
s__Rubrobacter_radiotolerans,4294,2264,3146,5070,8762,31320,1976,7378,4680,3140,1158,6040,3062,3818,4494,7230,6968,4402,4976,1388,4374,5082,6056,2868
s__Azospira_oryzae,2574,428,16692,1222,13394,4338,1550,18436,2938,1336,11070,5668,4606,5436,3032,3946,6014,3958,2236,11650,2112,1176,4204,5578
s__Planctomyces_sp._SH-PL62,3056,2096,6618,3638,15896,23376,1796,7392,3266,3290,3356,5636,3372,5428,3752,5458,7946,4250,6210,3342,3438,3572,3420,3626
s__Vulgatibacter_incomptus,1914,1188,9010,3478,12170,26512,1890,7340,3762,2702,2954,6442,3624,4894,3682,4464,6242,3344,10212,4082,2952,3632,2760,3844
s__Schlesneria_paludicola,2992,2216,8902,3896,16540,21940,2036,7986,3674,2718,2488,6004,2588,4186,3614,5798,7942,5058,5592,2918,4214,3762,2808,3192
s__Rudaea_cellulosilytica,2426,2816,6458,11558,9226,5876,3488,8752,11336,3376,4284,6142,2270,2596,3128,3560,7050,5554,8514,4218,6332,7922,2664,3168
s__[Polyangium]_brachysporum,2606,634,14232,2488,7042,2358,2228,8498,3780,1278,11802,10568,3796,3002,4158,5036,5596,3850,1960,15184,2468,2062,9632,8274
s__Truepera_radiovictrix,4128,2412,2502,5666,12158,22494,1924,7660,6112,4518,614,5756,1804,1626,3058,4384,7878,6070,8664,612,8542,6844,4616,2418
s__Bradyrhizobium_elkanii,5226,3284,3792,3154,9358,13198,1974,6142,3266,2536,2520,5364,8856,12660,6214,11992,5824,3238,2466,3128,3694,3886,6934,3628
s__Spirochaetes_bacterium_DG_61,2654,2642,3306,4672,4190,49456,1730,4518,3214,5728,2278,2918,3156,9904,3554,3698,3894,2806,3148,1936,2466,5176,2140,3028
s__Phaeodactylibacter_xiamenensis,2758,2310,10294,10304,5310,2484,1696,5164,6526,2432,1180,25182,2286,1604,3254,6844,2956,4486,19422,2394,5672,3830,1648,2132
s__Microvirga_sp._JC119,6144,4098,4868,4038,9514,20438,2304,5872,3498,2398,3372,5496,5062,6900,6046,9148,5914,3212,2652,3554,4192,4220,4440,4010
s__Hyphomicrobium_sp._99,15558,6304,2746,2966,3628,1796,1684,4494,2146,1662,1536,6344,8724,7212,13304,20920,3712,3430,1488,3198,4474,3130,7046,3868
s__candidate_division_Zixibacteria_bacterium_SM23_73_3,1220,470,2918,2014,4870,84178,814,3690,1746,1730,912,3196,1370,3472,1756,2430,2698,1284,2452,1060,1126,2244,1246,2322
s__Geobacter_pickeringii,1664,1008,9582,4500,7758,20846,1654,7330,4548,2464,8004,4484,4254,11386,3466,3548,4936,5390,4032,5868,2430,3716,2682,5314
s__Polymorphum_gilvum,12286,7476,2370,4848,7862,8966,2188,5610,4242,3780,1596,5142,6372,3662,9150,12234,5082,4652,3014,1654,4918,4430,4254,4994
s__Nitrosopumilus_maritimus,268,156,518,976,36342,514,23974,10248,10346,154,50,8720,552,550,1330,1598,19634,5422,886,54,924,2946,3478,1050
s__Desulfobulbus_japonicus,2830,2370,2402,16584,3526,12016,2002,3786,6372,20796,2066,2968,1728,3424,3410,2294,2594,11304,5250,1380,6846,7424,5056,2218
s__Candidatus_Rhodobacter_lobularis,7552,5898,974,13584,6222,1778,2768,5730,9472,5356,250,5828,2660,718,4296,5582,5472,4262,3788,336,19158,11138,4124,3446
s__Chloroflexus_sp._isl-2,3710,2030,3298,4396,6328,45878,1506,4774,3780,3110,1586,4100,2636,3524,3880,4980,4656,3184,7004,2280,3040,4454,3946,2286
s__Afifella_pfennigii,8916,7398,1924,5640,8688,15752,2348,6864,5276,3936,1172,3890,4438,3482,7016,9288,6144,4518,4804,1324,5418,5848,2890,3306
s__Dethiosulfatarculus_sandiegensis,3058,2858,3300,8124,5258,17144,2140,4400,4308,14682,4976,3350,4544,9984,4598,4582,4112,4004,3160,2480,3782,7652,2332,5338
s__Candidatus_Jettenia_caeni,2152,1498,3750,3882,8434,42042,1848,5424,3582,3002,2234,3744,3498,9430,3252,4488,4846,3056,4106,2452,2238,4714,2508,3940
s__Herbaspirillum_massiliense,3046,472,13606,1084,7988,19358,2082,10540,2134,890,11046,7014,4058,4176,3644,4392,4670,3102,1288,11670,1554,870,4786,6092
s__Ectothiorhodospira_haloalkaliphila,1994,2760,2240,12508,11052,7828,4818,10072,11702,3850,1080,5672,1476,2028,2704,2530,8868,7102,5318,1084,6052,11398,2248,2820
s__Simiduia_agarivorans,1882,2702,3192,14880,9402,4342,4488,8700,15182,3762,1526,6020,1010,776,2462,2558,7752,6188,6372,1246,7494,11368,2456,2464
s__Thioalkalivibrio_paradoxus,3434,2424,5144,8792,9364,8558,3324,7058,7936,4590,4828,5526,2642,3240,3756,4322,6832,5836,4554,4630,4708,8846,3432,3848
s__Roseovarius_indicus,5484,3942,1652,11472,6580,14162,2286,4704,8942,4868,624,4734,2648,1222,3962,5558,4806,4734,4302,622,13300,10002,3344,3030
s__Candidatus_Accumulibacter_sp._BA-92,2806,1798,11846,6250,8952,3554,2486,8604,5586,5074,7270,5794,3750,5234,3898,4478,5334,4762,3094,8008,3302,5896,3490,4520
s__Candidatus_Accumulibacter_sp._BA-93,2806,1246,13892,4368,8726,3674,2088,9420,4250,6466,9072,5454,3874,5778,3538,4126,5008,4966,2894,9654,2786,3838,3396,4430
s__Planctomycetes_bacterium_SM23_25,2816,2314,4758,3738,8242,44030,1390,5272,2654,3492,3208,2884,3060,6796,4236,4116,3826,2988,2444,2838,2308,3882,1654,2700
s__Roseobacter_denitrificans,2540,5158,406,24128,1208,232,900,1032,21572,4012,182,1046,776,180,1514,1698,2882,1794,2282,216,22510,26790,1144,948
s__Fodinicurvata_fenggangensis,2708,2288,1504,4854,11718,26176,3914,6780,7194,3034,796,3282,1786,1660,3814,4546,6746,3724,4930,832,8160,10710,1902,1988
s__Coxiella_sp._DG_40,694,578,1158,2638,3070,79906,864,2686,1722,1432,822,1624,2460,10752,1574,1248,2308,1266,1318,692,1102,2120,948,1090
s__Microcoleus_sp._PCC_7113,1030,458,1586,1532,3748,17624,666,2160,1214,1518,67028,1692,1270,1490,1116,1454,2108,1300,2744,874,932,1634,2484,5678
s__Candidatus_Methanoperedens_nitroreducens,2062,1260,3044,2866,5232,40826,1456,4478,2344,2110,1146,3416,3048,24422,2122,3012,4154,2298,2650,1324,1744,3454,2426,1988
s__Phycisphaerae_bacterium_SM23_33,1580,926,2708,2948,8382,62460,908,3804,1664,1974,1640,2450,2418,7588,2064,2384,3242,1946,2686,1462,1540,2468,1124,2108
s__Thioclava_pacifica,3952,1578,1192,12530,2994,1720,1130,2206,7742,3172,484,8870,1546,768,3416,2906,1880,45948,2982,410,4936,3188,3910,2412
s__Thiothrix_nivea,2526,2576,2466,8884,8080,16884,3702,7618,8362,5160,2298,5234,2072,2710,3184,3002,6608,6312,3640,1962,4456,8636,2424,2724
s__Microbulbifer_thermotolerans,2096,2560,2880,11942,11112,4458,4302,9506,12116,3152,1168,5656,1264,942,2520,3298,8004,6324,6802,1200,6212,9486,2054,2360
s__uncultured_prokaryote,2846,1574,3838,4456,5878,41310,1604,5154,3516,4622,1474,4460,2480,4440,3044,3546,4062,2864,5762,1788,3046,4276,3070,2134
s__marine_actinobacterium_MedAcidi-G1,5896,4312,3106,3240,12432,2122,1542,14190,3390,1982,258,4888,2398,1864,3992,6148,11862,16624,4640,566,5450,4998,3518,1520
s__Gillisia_limnaea,420,190,286,5670,448,250,128,390,70192,28172,176,932,164,76,258,406,250,940,8216,124,1774,810,98,330
s__Phaeodactylum_tricornutum,894,814,6900,22092,3352,6046,944,5214,2728,24746,1438,1222,1078,114,980,852,4180,3378,6940,8614,1602,4996,7380,4060
s__Edaphobacter_aggregans,3528,1228,4878,3036,9552,26250,1544,5258,2762,2118,3712,4748,5778,7960,3662,5030,5296,3128,4756,3980,2322,2884,2840,4200
s__Thiohalorhabdus_denitrificans,2202,2236,2560,7694,11504,16088,3056,7984,6914,3916,1652,4812,2052,2878,2944,3414,7894,5440,5242,1786,5134,7458,2360,3060
s__Candidatus_Bathyarchaeota_archaeon_BA1,334,226,758,512,986,103918,306,1096,446,590,246,1336,912,2658,522,652,932,598,322,324,264,646,830,392
s__Thaumarchaeota_archaeon_MY3,1678,298,168,198,564,1254,724,340,424,148,166,7836,15566,25572,12982,41558,334,182,1110,86,464,382,5072,2398
s__beta_proteobacterium_AAP99,3004,312,15858,830,3698,1112,2034,5630,2044,818,17366,7408,4732,3136,4180,4262,2832,2718,1000,18192,1410,746,6462,9480
s__Deltaproteobacteria_bacterium_DG_8,4096,3438,2646,5200,4780,15782,2326,4338,3114,5574,2014,3334,5612,11100,10286,6772,3158,2570,1340,1762,1652,8416,2028,7888
s__bacterium_SM23_31,1604,1406,3332,4962,7980,31344,1842,5950,3712,5600,2890,4422,2840,6634,2428,2690,5236,3228,5222,2398,2708,4744,1754,3290
s__Pseudomonas_stutzeri,2230,2110,5770,7314,10264,11404,2802,7478,7450,3180,6572,5112,1906,2056,2736,3146,6638,5274,4232,3748,4510,6522,2502,3244
s__Methylobacter_tundripaludum,2408,1664,5666,6278,8850,16568,2884,6190,5880,3996,6340,3856,2146,4414,2326,2284,6160,4812,3668,7702,3274,6110,1928,2632
s__Candidatus_Bathyarchaeota_archaeon_BA2,434,350,1394,312,1534,92208,808,1812,322,866,320,4600,1008,3308,1072,874,1072,964,372,330,292,1414,1648,502
s__Ruegeria_pomeroyi,8368,3952,1024,25926,3392,870,1854,3708,7960,7528,348,4372,2734,672,4144,4450,2870,6236,2912,378,9948,5638,3308,4970
s__unclassified_g__Rhizobacter,1276,382,15960,1232,5522,1508,1570,6746,1790,1098,12768,10764,2506,2006,3116,2836,5166,3174,1316,16988,1692,984,9756,7134
s__Thiorhodococcus_drewsii,3330,1918,2620,7118,7396,12448,2774,4872,6392,15260,2234,3718,2860,4428,3572,3136,4938,5562,3780,1596,4066,7334,2182,3214
s__Tenacibaculum_sp._47A_GOM-205m,802,582,242,5234,376,106,224,398,2698,2398,106,3362,264,140,3080,576,530,92114,876,92,958,636,170,680
s__Planctomycetaceae_bacterium_SCGC_AG-212-F19,2120,1692,9462,2944,13682,25442,1588,6738,3054,1996,2128,3926,2488,4590,2866,4086,6378,3662,3980,3238,2604,3208,2264,2496
s__Omnitrophica_bacterium_OLB16,1834,1420,4726,3302,7850,38046,1466,5144,2362,2850,3678,3674,2662,6578,2870,3448,3890,2842,4048,3064,2124,3210,1840,3552
s__Aestuariibacter_salexigens,2228,3066,2152,12942,9448,1608,4446,9472,13834,2278,702,5100,974,518,2072,2486,7704,6034,6086,662,6904,10812,2490,2358
s__uncultured_Acidobacteria_bacterium,2414,1054,5008,3210,10288,23850,1626,6088,2802,2312,3482,5498,3874,6150,3188,4528,5684,2894,5232,4428,2358,3174,3040,4034
s__Myxococcus_stipitatus,1564,1384,10338,3820,8976,20994,1638,6444,3862,2076,2692,5546,2856,3966,2756,3648,5126,2992,8700,3570,2532,3974,2538,3714
s__SAR92_bacterium_BACL16_MAG-120619-bin48,1688,2214,2804,12892,10646,442,3662,9302,15626,2202,1322,4780,982,524,2370,2428,7444,6494,5020,870,6942,9998,2304,2310
s__Defluviimonas_alba,9428,1628,6588,9950,2280,340,970,1872,4478,5070,948,6310,3994,734,5932,7218,1700,11712,2786,992,8868,3364,11122,6588
s__Oceanicola_sp._MCTG156(1a),6198,3726,926,17146,3022,860,1582,2930,9366,6118,254,4304,2116,418,3236,4616,3174,5418,3992,246,17290,11204,3576,2806
s__Defluviimonas_sp._20V17,6992,3074,2906,9812,5188,6902,2072,4736,6626,4256,1204,4900,3144,1740,4814,6532,3588,5468,3594,978,9298,7006,5552,3844
s__Thermoplasmatales_archaeon_DG-70-1,1560,1428,2462,4008,4258,53684,1496,4256,3276,3168,772,2776,1660,3954,2034,2122,4002,2766,3290,720,2354,4292,2282,1602
s__Thioalkalivibrio_nitratireducens,2996,2544,4682,6702,7970,9218,3296,6302,6178,4698,4520,5300,2390,2790,3354,3844,5500,5492,3764,3748,4358,7276,3120,3592
s__Corallococcus_coralloides,1914,1120,11466,3022,7920,28042,1298,5356,2714,1684,2814,4640,3126,3688,2648,3756,4274,2306,7176,3360,2006,2728,2428,3964
s__Fodinicurvata_sediminis,2906,2326,1730,5100,11352,18806,3030,6920,7146,2790,770,3102,1466,908,3114,3630,6254,4008,4428,840,8378,10600,1442,1898
s__Beggiatoa_sp._PS,1636,1996,2436,7760,11474,13948,3620,6346,6534,3938,5116,4338,1586,2720,2364,2154,6744,5778,4076,2472,3778,7246,1716,2820
s__SAR92_bacterium_BACL26_MAG-121220-bin70,1088,1860,1708,12720,12248,332,3610,11680,14938,2314,506,4714,686,376,1688,1616,8998,6096,4368,524,6760,9330,2448,1882
s__Herbaspirillum_sp._TSA66,2306,576,13278,2414,7086,4100,2092,8874,3446,1178,10076,6692,3840,3778,3176,3910,4520,3820,1778,10458,1928,2108,4770,6012
s__Herpetosiphon_aurantiacus,2802,1550,2876,3610,4504,39694,1378,3702,3130,2738,896,3568,2018,2632,2638,3340,3944,2296,12044,1422,2300,4064,2942,1962
s__gamma_proteobacterium_HTCC5015,1184,2072,1742,12074,9952,6544,4308,9620,12826,1926,522,4562,594,644,1478,1534,7708,6736,4936,694,6210,10680,1586,1680
s__Hahella_chejuensis,2068,1732,3148,8842,10840,9856,3624,9174,9168,3690,1312,5028,1370,1388,2470,2990,7528,5718,5008,1386,4128,6740,2194,2356
s__Bacteroides_sp._SM23_62_1,1972,1878,3132,9004,4990,20196,1718,4682,5156,12802,2292,4152,1852,5672,2296,2144,3020,4950,6076,2044,2888,4690,1788,2320
s__marine_actinobacterium_MedAcidi-G2A,6550,5666,2380,4864,10186,844,1634,10710,3250,2494,320,4490,2678,2406,4196,5878,9478,12210,3376,580,6116,6030,3660,1600
s__Geobacter_daltonii,1482,950,8404,4470,6046,17424,1366,6080,4002,2736,7458,3614,3444,9200,2892,3128,4052,4180,4046,5096,2230,3482,1982,3814
s__Lewinella_cohaerens,2300,2450,7374,8694,5434,3798,2078,5116,7276,2294,852,16288,1606,904,2530,4744,3614,4946,13408,1490,5602,4618,1768,1900
s__Nevskia_ramosa,2618,2260,4104,9110,10106,1968,3202,8280,10308,2068,3716,5054,2040,1876,2830,3844,7080,5204,4174,3072,5004,7294,2812,3004
s__alpha_proteobacterium_Q-1,1430,1804,1906,10234,10662,8504,3712,8904,13112,1320,1140,4912,684,618,1712,1832,8128,5808,4232,978,5680,8930,2588,1912
s__Nitrosococcus_watsonii,1944,1950,2274,6638,11952,16302,3624,7134,5426,3832,1266,4686,1746,2936,2800,2892,7526,5616,4006,1234,4238,6246,1832,2290
s__Pelobacter_propionicus,1430,1126,7344,6266,5672,13024,1424,5182,4470,4192,8870,3842,3118,8270,2654,2660,3488,4862,3580,5436,2652,4510,2226,3892
s__Desulfatibacillum_aliphaticivorans,2752,2718,3154,6864,5282,12306,1796,4388,3304,17882,2660,2888,2654,7628,4460,3778,3538,3770,2746,1664,2788,5858,1814,2790
s__Gemmobacter_sp._LW-1,4676,1418,3434,5818,2038,664,926,1978,3756,3546,2142,4478,2154,548,3616,3626,1350,40514,1910,1018,4790,2710,8900,3364
s__Flaviramulus_ichthyoenteri,992,1348,1510,9046,2036,1622,930,6466,12422,6148,260,7234,490,208,1914,1160,1100,41708,5214,244,2276,1984,516,2526
s__Meiothermus_chliarophilus,4044,1602,3378,3230,6600,28806,1704,4766,2930,2316,1600,4526,3052,3400,3978,5538,4600,2600,6124,1816,2570,3618,3466,2728
s__Desulfuromonas_acetoxidans,1182,1346,2462,13970,5132,5194,1862,6432,8822,5982,3434,3960,1386,3028,2302,1810,3540,10316,8140,2318,5200,6872,1270,2790
s__candidate_division_Zixibacteria_bacterium_DG_27,676,472,1934,1264,3414,76612,568,2436,1010,1140,598,2180,1064,2544,1016,1400,2076,914,1690,766,546,1376,732,1470
s__Haliscomenobacter_hydrossis,2132,1732,10850,5818,4772,8710,1572,4822,4444,1800,2294,15352,2242,1818,2896,4932,2734,3194,11056,3256,3914,2818,1724,2366
s__Thermodesulfovibrio_aggregans,586,426,5142,802,1394,40274,502,2530,722,642,5336,1368,6680,24060,1372,1734,1622,944,768,3580,700,1008,1236,3788
s__Arenimonas_donghaensis,2050,2014,7270,9802,6790,1456,2572,6322,9114,2850,3578,7024,1328,940,2494,2712,5202,4648,8836,3164,5018,6896,2456,2644
s__Ponticoccus_sp._UMTAT08,4278,3402,542,10216,3342,2094,1314,2764,8632,4156,224,3718,1352,450,2330,2996,3002,4538,3962,176,31328,7502,2582,1778
s__Dyella_japonica,2216,2298,3986,9984,8750,5316,2910,6972,8990,2544,2966,4836,1656,1972,2186,2714,6328,4852,5302,2784,5088,7422,2120,2444
s__Mycobacterium_sp._M26,3956,3296,22772,2502,1658,200,1082,2340,1808,2334,2202,1402,4148,21998,3298,7548,906,4496,1238,3986,1344,582,9716,1704
s__Desulfatibacillum_alkenivorans,2552,3046,3244,7406,4726,12054,1826,4410,4310,16648,2910,2818,2402,5976,3878,3438,3296,3960,2588,1630,2954,6210,1382,2844
s__candidate_division_TA06_bacterium_DG_24,1652,910,3582,3448,6594,37156,1382,5180,2642,3202,1520,3956,2286,5490,2564,3502,3768,2530,3418,1826,1676,3514,1648,2974
s__Pseudoxanthomonas_suwonensis,2732,2722,4618,8976,7798,3226,2664,6472,8146,2414,4232,4216,1858,1482,2692,3624,5526,5082,6516,3318,5210,6644,2718,3114
